student_id,target,rank,feature,shap_value,direction
STU0036,failed_next_assessment,1,Past interventions received,-1.6099,-
STU0036,failed_next_assessment,2,Recent attendance (4-week avg),-1.0077,-
STU0036,failed_next_assessment,3,Accessed upcoming assessment brief,-0.8976,-
STU0036,failed_next_assessment,4,Previous semester GPA,0.7449,+
STU0036,failed_next_assessment,5,International student,0.6233,+
STU0037,failed_next_assessment,1,Past interventions received,2.1139,+
STU0037,failed_next_assessment,2,Previous semester GPA,1.0252,+
STU0037,failed_next_assessment,3,Attendance volatility (12-week std),0.6985,+
STU0037,failed_next_assessment,4,Grade variance across modules,0.5541,+
STU0037,failed_next_assessment,5,VLE login volatility,-0.513,-
STU0038,failed_next_assessment,1,Past interventions received,-1.3488,-
STU0038,failed_next_assessment,2,Previous semester GPA,1.018,+
STU0038,failed_next_assessment,3,VLE hours trend,-0.9651,-
STU0038,failed_next_assessment,4,VLE login trend,-0.9558,-
STU0038,failed_next_assessment,5,Accessed upcoming assessment brief,-0.6932,-
STU0039,failed_next_assessment,1,Past interventions received,-1.6197,-
STU0039,failed_next_assessment,2,Previous semester GPA,-0.9121,-
STU0039,failed_next_assessment,3,International student,0.8517,+
STU0039,failed_next_assessment,4,Recent attendance (4-week avg),-0.7979,-
STU0039,failed_next_assessment,5,Accessed upcoming assessment brief,-0.716,-
STU0040,failed_next_assessment,1,Past interventions received,-1.2779,-
STU0040,failed_next_assessment,2,VLE hours trend,-1.2617,-
STU0040,failed_next_assessment,3,Recent attendance (4-week avg),-0.8409,-
STU0040,failed_next_assessment,4,Previous semester GPA,-0.7906,-
STU0040,failed_next_assessment,5,Attendance trend (last 4w vs prior 8w),-0.7199,-
STU0041,failed_next_assessment,1,Past interventions received,-1.6233,-
STU0041,failed_next_assessment,2,International student,0.6346,+
STU0041,failed_next_assessment,3,Recent attendance (4-week avg),-0.5294,-
STU0041,failed_next_assessment,4,VLE login trend,-0.4444,-
STU0041,failed_next_assessment,5,Largest weekly attendance drop,0.3903,+
STU0042,failed_next_assessment,1,Past interventions received,-1.1454,-
STU0042,failed_next_assessment,2,Previous semester GPA,1.0959,+
STU0042,failed_next_assessment,3,VLE login volatility,-0.9615,-
STU0042,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),0.7929,+
STU0042,failed_next_assessment,5,Largest weekly attendance drop,-0.4498,-
STU0043,failed_next_assessment,1,Past interventions received,3.3821,+
STU0043,failed_next_assessment,2,VLE hours trend,-0.8324,-
STU0043,failed_next_assessment,3,International student,0.6509,+
STU0043,failed_next_assessment,4,Previous semester GPA,-0.5811,-
STU0043,failed_next_assessment,5,Works part-time,0.5168,+
STU0044,failed_next_assessment,1,Past interventions received,2.5872,+
STU0044,failed_next_assessment,2,Recent attendance (4-week avg),-0.8918,-
STU0044,failed_next_assessment,3,International student,0.7644,+
STU0044,failed_next_assessment,4,Year of study,-0.5598,-
STU0044,failed_next_assessment,5,Excused absences (12-week count),-0.5408,-
STU0045,failed_next_assessment,1,Past interventions received,2.0263,+
STU0045,failed_next_assessment,2,International student,0.8566,+
STU0045,failed_next_assessment,3,Recent attendance (4-week avg),-0.7338,-
STU0045,failed_next_assessment,4,Largest weekly attendance drop,0.6888,+
STU0045,failed_next_assessment,5,Previous semester GPA,-0.6199,-
STU0046,failed_next_assessment,1,Past interventions received,2.963,+
STU0046,failed_next_assessment,2,Previous semester GPA,0.9935,+
STU0046,failed_next_assessment,3,Forum / discussion posts,-0.681,-
STU0046,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),0.5789,+
STU0046,failed_next_assessment,5,Attendance volatility (12-week std),0.5446,+
STU0047,failed_next_assessment,1,Recent attendance (4-week avg),-0.9182,-
STU0047,failed_next_assessment,2,Past interventions received,-0.8303,-
STU0047,failed_next_assessment,3,VLE hours trend,-0.6883,-
STU0047,failed_next_assessment,4,VLE login volatility,-0.6305,-
STU0047,failed_next_assessment,5,Attendance trend (last 4w vs prior 8w),-0.5507,-
STU0048,failed_next_assessment,1,VLE login trend,-1.5659,-
STU0048,failed_next_assessment,2,Past interventions received,1.3452,+
STU0048,failed_next_assessment,3,Previous semester GPA,-1.1207,-
STU0048,failed_next_assessment,4,VLE hours trend,-0.9224,-
STU0048,failed_next_assessment,5,Grade variance across modules,0.4541,+
STU0049,failed_next_assessment,1,Past interventions received,-1.2939,-
STU0049,failed_next_assessment,2,Recent attendance (4-week avg),-1.2244,-
STU0049,failed_next_assessment,3,Accessed upcoming assessment brief,-0.7922,-
STU0049,failed_next_assessment,4,Forum / discussion posts,-0.5939,-
STU0049,failed_next_assessment,5,Previous semester GPA,-0.4485,-
STU0050,failed_next_assessment,1,Recent attendance (4-week avg),1.1457,+
STU0050,failed_next_assessment,2,Past interventions received,-0.9649,-
STU0050,failed_next_assessment,3,Attendance trend (last 4w vs prior 8w),-0.8122,-
STU0050,failed_next_assessment,4,Previous semester GPA,0.7652,+
STU0050,failed_next_assessment,5,Unexcused absences (12-week count),-0.6413,-
STU0051,failed_next_assessment,1,VLE hours trend,-1.5415,-
STU0051,failed_next_assessment,2,VLE login trend,-0.8843,-
STU0051,failed_next_assessment,3,Past interventions received,-0.782,-
STU0051,failed_next_assessment,4,Recent attendance (4-week avg),-0.7254,-
STU0051,failed_next_assessment,5,International student,0.5788,+
STU0052,failed_next_assessment,1,Past interventions received,1.2846,+
STU0052,failed_next_assessment,2,Recent attendance (4-week avg),-1.1466,-
STU0052,failed_next_assessment,3,Previous semester GPA,-0.8538,-
STU0052,failed_next_assessment,4,VLE login volatility,-0.8238,-
STU0052,failed_next_assessment,5,Excused absences (12-week count),-0.5858,-
STU0053,failed_next_assessment,1,Past interventions received,-1.1518,-
STU0053,failed_next_assessment,2,Recent attendance (4-week avg),-1.0008,-
STU0053,failed_next_assessment,3,Accessed upcoming assessment brief,-0.8425,-
STU0053,failed_next_assessment,4,Grade variance across modules,0.8348,+
STU0053,failed_next_assessment,5,Previous semester GPA,-0.8188,-
STU0054,failed_next_assessment,1,Recent attendance (4-week avg),1.8771,+
STU0054,failed_next_assessment,2,Past interventions received,-1.1259,-
STU0054,failed_next_assessment,3,Weeks since last VLE login,1.1004,+
STU0054,failed_next_assessment,4,VLE logins last week,0.6197,+
STU0054,failed_next_assessment,5,Previous semester GPA,0.467,+
STU0055,failed_next_assessment,1,Past interventions received,-1.3454,-
STU0055,failed_next_assessment,2,VLE login trend,-1.1307,-
STU0055,failed_next_assessment,3,Attendance trend (last 4w vs prior 8w),-0.9683,-
STU0055,failed_next_assessment,4,Previous semester GPA,0.7558,+
STU0055,failed_next_assessment,5,Grade variance across modules,0.5513,+
STU0056,failed_next_assessment,1,Past interventions received,-1.2658,-
STU0056,failed_next_assessment,2,Recent attendance (4-week avg),-1.1372,-
STU0056,failed_next_assessment,3,Accessed upcoming assessment brief,-0.8461,-
STU0056,failed_next_assessment,4,Previous semester GPA,-0.8343,-
STU0056,failed_next_assessment,5,International student,0.595,+
STU0057,failed_next_assessment,1,Past interventions received,-1.0445,-
STU0057,failed_next_assessment,2,VLE login volatility,-0.99,-
STU0057,failed_next_assessment,3,Recent attendance (4-week avg),-0.9246,-
STU0057,failed_next_assessment,4,Previous semester GPA,-0.8927,-
STU0057,failed_next_assessment,5,Accessed upcoming assessment brief,-0.8214,-
STU0058,failed_next_assessment,1,Past interventions received,2.5431,+
STU0058,failed_next_assessment,2,Previous semester GPA,-0.8921,-
STU0058,failed_next_assessment,3,International student,0.5987,+
STU0058,failed_next_assessment,4,Year of study,-0.5544,-
STU0058,failed_next_assessment,5,Forum / discussion posts,-0.532,-
STU0059,failed_next_assessment,1,Past interventions received,-1.1359,-
STU0059,failed_next_assessment,2,Previous semester GPA,-1.0449,-
STU0059,failed_next_assessment,3,Attendance trend (last 4w vs prior 8w),0.6933,+
STU0059,failed_next_assessment,4,Recent attendance (4-week avg),-0.634,-
STU0059,failed_next_assessment,5,Excused absences (12-week count),-0.5587,-
STU0060,failed_next_assessment,1,Past interventions received,1.862,+
STU0060,failed_next_assessment,2,Previous semester GPA,-0.4097,-
STU0060,failed_next_assessment,3,VLE logins last week,0.3918,+
STU0060,failed_next_assessment,4,VLE hours last week,0.3635,+
STU0060,failed_next_assessment,5,Wellbeing concerns raised,0.3481,+
STU0061,failed_next_assessment,1,VLE hours trend,-0.9407,-
STU0061,failed_next_assessment,2,Past interventions received,-0.8688,-
STU0061,failed_next_assessment,3,VLE login trend,-0.778,-
STU0061,failed_next_assessment,4,Recent attendance (4-week avg),-0.6878,-
STU0061,failed_next_assessment,5,Previous semester GPA,-0.6031,-
STU0062,failed_next_assessment,1,Recent attendance (4-week avg),-1.3417,-
STU0062,failed_next_assessment,2,Past interventions received,1.3346,+
STU0062,failed_next_assessment,3,VLE login volatility,-0.8348,-
STU0062,failed_next_assessment,4,Previous semester GPA,-0.7598,-
STU0062,failed_next_assessment,5,Forum / discussion posts,-0.6218,-
STU0063,failed_next_assessment,1,Past interventions received,2.1732,+
STU0063,failed_next_assessment,2,Recent attendance (4-week avg),-1.1016,-
STU0063,failed_next_assessment,3,Previous semester GPA,-1.0246,-
STU0063,failed_next_assessment,4,Grade variance across modules,-0.7111,-
STU0063,failed_next_assessment,5,Excused absences (12-week count),-0.5901,-
STU0064,failed_next_assessment,1,Past interventions received,-1.2211,-
STU0064,failed_next_assessment,2,Recent attendance (4-week avg),-1.0926,-
STU0064,failed_next_assessment,3,Previous semester GPA,-1.024,-
STU0064,failed_next_assessment,4,VLE login volatility,-0.7932,-
STU0064,failed_next_assessment,5,Attendance volatility (12-week std),-0.5604,-
STU0065,failed_next_assessment,1,Past interventions received,-1.6214,-
STU0065,failed_next_assessment,2,Accessed upcoming assessment brief,-0.9862,-
STU0065,failed_next_assessment,3,Recent attendance (4-week avg),-0.3622,-
STU0065,failed_next_assessment,4,International student,-0.3133,-
STU0065,failed_next_assessment,5,Year of study,0.2756,+
STU0066,failed_next_assessment,1,Past interventions received,1.9173,+
STU0066,failed_next_assessment,2,Recent attendance (4-week avg),1.2107,+
STU0066,failed_next_assessment,3,Previous semester GPA,0.7456,+
STU0066,failed_next_assessment,4,Year of study,-0.4545,-
STU0066,failed_next_assessment,5,Unexcused absences (12-week count),-0.4459,-
STU0067,failed_next_assessment,1,Past interventions received,-1.0996,-
STU0067,failed_next_assessment,2,Previous semester GPA,-0.9819,-
STU0067,failed_next_assessment,3,Recent attendance (4-week avg),-0.9144,-
STU0067,failed_next_assessment,4,International student,0.7416,+
STU0067,failed_next_assessment,5,Year of study,-0.542,-
STU0068,failed_next_assessment,1,Past interventions received,1.2496,+
STU0068,failed_next_assessment,2,Recent attendance (4-week avg),-1.0028,-
STU0068,failed_next_assessment,3,VLE login volatility,-0.8536,-
STU0068,failed_next_assessment,4,Previous semester GPA,-0.7698,-
STU0068,failed_next_assessment,5,VLE logins last week,-0.7291,-
STU0069,failed_next_assessment,1,Past interventions received,-1.3441,-
STU0069,failed_next_assessment,2,Previous semester GPA,1.3166,+
STU0069,failed_next_assessment,3,Attendance trend (last 4w vs prior 8w),1.0699,+
STU0069,failed_next_assessment,4,Attendance volatility (12-week std),0.7517,+
STU0069,failed_next_assessment,5,Year of study,0.4964,+
STU0070,failed_next_assessment,1,Past interventions received,1.8694,+
STU0070,failed_next_assessment,2,Recent attendance (4-week avg),1.2037,+
STU0070,failed_next_assessment,3,Weeks since last VLE login,0.996,+
STU0070,failed_next_assessment,4,VLE logins last week,0.7966,+
STU0070,failed_next_assessment,5,Previous semester GPA,0.5636,+
STU0071,failed_next_assessment,1,Past interventions received,2.8807,+
STU0071,failed_next_assessment,2,Previous semester GPA,1.1848,+
STU0071,failed_next_assessment,3,Recent attendance (4-week avg),0.4069,+
STU0071,failed_next_assessment,4,VLE login trend,0.3435,+
STU0071,failed_next_assessment,5,Most recent assessment grade,0.3209,+
STU0072,failed_next_assessment,1,VLE hours trend,-1.1062,-
STU0072,failed_next_assessment,2,Recent attendance (4-week avg),-1.021,-
STU0072,failed_next_assessment,3,Past interventions received,-0.9245,-
STU0072,failed_next_assessment,4,Previous semester GPA,-0.9119,-
STU0072,failed_next_assessment,5,VLE logins last week,-0.5886,-
STU0073,failed_next_assessment,1,Past interventions received,1.9163,+
STU0073,failed_next_assessment,2,Previous semester GPA,1.0808,+
STU0073,failed_next_assessment,3,Grade variance across modules,-0.3713,-
STU0073,failed_next_assessment,4,Year of study,0.3546,+
STU0073,failed_next_assessment,5,International student,-0.3421,-
STU0074,failed_next_assessment,1,Recent attendance (4-week avg),1.7478,+
STU0074,failed_next_assessment,2,Previous semester GPA,1.2239,+
STU0074,failed_next_assessment,3,Past interventions received,-1.133,-
STU0074,failed_next_assessment,4,Weeks with no VLE activity,0.4233,+
STU0074,failed_next_assessment,5,Unexcused absences (12-week count),-0.3931,-
STU0075,failed_next_assessment,1,Past interventions received,-1.0443,-
STU0075,failed_next_assessment,2,Accessed upcoming assessment brief,-0.893,-
STU0075,failed_next_assessment,3,Recent attendance (4-week avg),-0.8332,-
STU0075,failed_next_assessment,4,VLE hours trend,-0.8124,-
STU0075,failed_next_assessment,5,Previous semester GPA,0.5551,+
STU0076,failed_next_assessment,1,Past interventions received,-1.0337,-
STU0076,failed_next_assessment,2,Recent attendance (4-week avg),-0.9828,-
STU0076,failed_next_assessment,3,Previous semester GPA,-0.8736,-
STU0076,failed_next_assessment,4,Accessed upcoming assessment brief,-0.7414,-
STU0076,failed_next_assessment,5,Excused absences (12-week count),-0.6115,-
STU0077,failed_next_assessment,1,Past interventions received,-1.2124,-
STU0077,failed_next_assessment,2,Recent attendance (4-week avg),-0.7581,-
STU0077,failed_next_assessment,3,Previous semester GPA,-0.6606,-
STU0077,failed_next_assessment,4,Late arrivals (12-week count),0.576,+
STU0077,failed_next_assessment,5,International student,-0.3635,-
STU0078,failed_next_assessment,1,Past interventions received,1.9374,+
STU0078,failed_next_assessment,2,Recent attendance (4-week avg),1.1101,+
STU0078,failed_next_assessment,3,Weeks since last VLE login,0.8387,+
STU0078,failed_next_assessment,4,Previous semester GPA,0.6599,+
STU0078,failed_next_assessment,5,VLE logins last week,0.6465,+
STU0079,failed_next_assessment,1,Past interventions received,-1.3102,-
STU0079,failed_next_assessment,2,Recent attendance (4-week avg),-0.9591,-
STU0079,failed_next_assessment,3,Previous semester GPA,-0.8834,-
STU0079,failed_next_assessment,4,VLE login volatility,-0.8125,-
STU0079,failed_next_assessment,5,Excused absences (12-week count),-0.5333,-
STU0080,failed_next_assessment,1,Past interventions received,-0.9873,-
STU0080,failed_next_assessment,2,VLE hours trend,-0.858,-
STU0080,failed_next_assessment,3,VLE login volatility,-0.6856,-
STU0080,failed_next_assessment,4,Recent attendance (4-week avg),-0.673,-
STU0080,failed_next_assessment,5,Previous semester GPA,-0.6711,-
STU0081,failed_next_assessment,1,Recent attendance (4-week avg),1.6758,+
STU0081,failed_next_assessment,2,Past interventions received,-0.9954,-
STU0081,failed_next_assessment,3,International student,0.7792,+
STU0081,failed_next_assessment,4,Grade variance across modules,0.6542,+
STU0081,failed_next_assessment,5,Year of study,-0.3705,-
STU0082,failed_next_assessment,1,Past interventions received,-1.47,-
STU0082,failed_next_assessment,2,VLE hours trend,-1.0221,-
STU0082,failed_next_assessment,3,VLE login trend,-0.9841,-
STU0082,failed_next_assessment,4,Recent attendance (4-week avg),-0.826,-
STU0082,failed_next_assessment,5,Attendance trend (last 4w vs prior 8w),-0.679,-
STU0083,failed_next_assessment,1,Past interventions received,-1.0585,-
STU0083,failed_next_assessment,2,Recent attendance (4-week avg),-1.0,-
STU0083,failed_next_assessment,3,Excused absences (12-week count),-0.5656,-
STU0083,failed_next_assessment,4,Attendance volatility (12-week std),-0.4324,-
STU0083,failed_next_assessment,5,VLE hours last week,-0.4141,-
STU0084,failed_next_assessment,1,Past interventions received,-1.5215,-
STU0084,failed_next_assessment,2,Previous semester GPA,0.9514,+
STU0084,failed_next_assessment,3,Recent attendance (4-week avg),-0.6268,-
STU0084,failed_next_assessment,4,Year of study,-0.5914,-
STU0084,failed_next_assessment,5,Lecture materials accessed (last 4w),-0.5848,-
STU0085,failed_next_assessment,1,Past interventions received,-1.6425,-
STU0085,failed_next_assessment,2,Previous semester GPA,1.1902,+
STU0085,failed_next_assessment,3,International student,0.6372,+
STU0085,failed_next_assessment,4,Largest weekly attendance drop,-0.3607,-
STU0085,failed_next_assessment,5,Attendance volatility (12-week std),-0.3509,-
STU0086,failed_next_assessment,1,Past interventions received,-1.1778,-
STU0086,failed_next_assessment,2,Recent attendance (4-week avg),-1.129,-
STU0086,failed_next_assessment,3,Accessed upcoming assessment brief,-0.7764,-
STU0086,failed_next_assessment,4,VLE login volatility,-0.727,-
STU0086,failed_next_assessment,5,Previous semester GPA,-0.6317,-
STU0087,failed_next_assessment,1,Past interventions received,-1.2856,-
STU0087,failed_next_assessment,2,Previous semester GPA,-0.8687,-
STU0087,failed_next_assessment,3,Unexcused absences (12-week count),-0.585,-
STU0087,failed_next_assessment,4,International student,-0.319,-
STU0087,failed_next_assessment,5,VLE login volatility,0.2778,+
STU0088,failed_next_assessment,1,Recent attendance (4-week avg),-1.0193,-
STU0088,failed_next_assessment,2,Past interventions received,-1.0091,-
STU0088,failed_next_assessment,3,Accessed upcoming assessment brief,-0.8218,-
STU0088,failed_next_assessment,4,VLE login volatility,-0.7372,-
STU0088,failed_next_assessment,5,Previous semester GPA,-0.6983,-
STU0089,failed_next_assessment,1,Past interventions received,-0.9728,-
STU0089,failed_next_assessment,2,Accessed upcoming assessment brief,-0.8826,-
STU0089,failed_next_assessment,3,VLE login volatility,-0.8813,-
STU0089,failed_next_assessment,4,Recent attendance (4-week avg),-0.881,-
STU0089,failed_next_assessment,5,International student,0.8112,+
STU0090,failed_next_assessment,1,Past interventions received,-1.3406,-
STU0090,failed_next_assessment,2,Recent attendance (4-week avg),-0.8751,-
STU0090,failed_next_assessment,3,Previous semester GPA,-0.8076,-
STU0090,failed_next_assessment,4,Accessed upcoming assessment brief,-0.733,-
STU0090,failed_next_assessment,5,VLE login volatility,-0.7048,-
STU0091,failed_next_assessment,1,Past interventions received,-1.0625,-
STU0091,failed_next_assessment,2,VLE hours trend,-0.9548,-
STU0091,failed_next_assessment,3,Recent attendance (4-week avg),-0.8374,-
STU0091,failed_next_assessment,4,Accessed upcoming assessment brief,-0.6907,-
STU0091,failed_next_assessment,5,VLE login trend,-0.6899,-
STU0092,failed_next_assessment,1,Past interventions received,1.2744,+
STU0092,failed_next_assessment,2,Recent attendance (4-week avg),-1.2419,-
STU0092,failed_next_assessment,3,Accessed upcoming assessment brief,-0.6854,-
STU0092,failed_next_assessment,4,Lecture materials accessed (last 4w),-0.6131,-
STU0092,failed_next_assessment,5,Previous semester GPA,0.5496,+
STU0093,failed_next_assessment,1,Past interventions received,-1.1509,-
STU0093,failed_next_assessment,2,Recent attendance (4-week avg),-0.8488,-
STU0093,failed_next_assessment,3,Previous semester GPA,-0.7524,-
STU0093,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),-0.7229,-
STU0093,failed_next_assessment,5,Accessed upcoming assessment brief,-0.7112,-
STU0094,failed_next_assessment,1,Past interventions received,-1.5069,-
STU0094,failed_next_assessment,2,VLE hours trend,-0.8849,-
STU0094,failed_next_assessment,3,Previous semester GPA,0.8528,+
STU0094,failed_next_assessment,4,VLE login volatility,-0.713,-
STU0094,failed_next_assessment,5,Recent attendance (4-week avg),-0.5871,-
STU0095,failed_next_assessment,1,Past interventions received,-1.2393,-
STU0095,failed_next_assessment,2,Recent attendance (4-week avg),-1.0984,-
STU0095,failed_next_assessment,3,Accessed upcoming assessment brief,-0.7854,-
STU0095,failed_next_assessment,4,Previous semester GPA,-0.7287,-
STU0095,failed_next_assessment,5,VLE login trend,-0.6931,-
STU0096,failed_next_assessment,1,Past interventions received,-1.4443,-
STU0096,failed_next_assessment,2,Previous semester GPA,-0.9988,-
STU0096,failed_next_assessment,3,Attendance trend (last 4w vs prior 8w),-0.9443,-
STU0096,failed_next_assessment,4,VLE login trend,-0.9231,-
STU0096,failed_next_assessment,5,Recent attendance (4-week avg),-0.5294,-
STU0097,failed_next_assessment,1,Past interventions received,-1.4075,-
STU0097,failed_next_assessment,2,Previous semester GPA,-0.9889,-
STU0097,failed_next_assessment,3,Accessed upcoming assessment brief,-0.8089,-
STU0097,failed_next_assessment,4,Recent attendance (4-week avg),-0.7409,-
STU0097,failed_next_assessment,5,VLE logins last week,-0.5244,-
STU0098,failed_next_assessment,1,VLE hours trend,-1.1656,-
STU0098,failed_next_assessment,2,Past interventions received,1.0528,+
STU0098,failed_next_assessment,3,Recent attendance (4-week avg),-1.0019,-
STU0098,failed_next_assessment,4,Previous semester GPA,-0.6863,-
STU0098,failed_next_assessment,5,VLE login trend,-0.6683,-
STU0099,failed_next_assessment,1,Recent attendance (4-week avg),-1.1492,-
STU0099,failed_next_assessment,2,Past interventions received,-0.9908,-
STU0099,failed_next_assessment,3,Grade variance across modules,0.9297,+
STU0099,failed_next_assessment,4,Accessed upcoming assessment brief,-0.8884,-
STU0099,failed_next_assessment,5,VLE login volatility,-0.8845,-
STU0100,failed_next_assessment,1,Past interventions received,-1.8512,-
STU0100,failed_next_assessment,2,Previous semester GPA,0.8649,+
STU0100,failed_next_assessment,3,Recent attendance (4-week avg),-0.5816,-
STU0100,failed_next_assessment,4,Year of study,-0.5423,-
STU0100,failed_next_assessment,5,Largest weekly attendance drop,-0.3233,-
STU0101,failed_next_assessment,1,Previous semester GPA,-1.1854,-
STU0101,failed_next_assessment,2,Past interventions received,0.9421,+
STU0101,failed_next_assessment,3,Recent attendance (4-week avg),-0.7117,-
STU0101,failed_next_assessment,4,Grade variance across modules,-0.604,-
STU0101,failed_next_assessment,5,Accessed upcoming assessment brief,-0.5582,-
STU0102,failed_next_assessment,1,Past interventions received,-1.1509,-
STU0102,failed_next_assessment,2,VLE hours trend,-1.0512,-
STU0102,failed_next_assessment,3,Previous semester GPA,-0.8291,-
STU0102,failed_next_assessment,4,VLE login trend,-0.8075,-
STU0102,failed_next_assessment,5,Year of study,-0.5247,-
STU0103,failed_next_assessment,1,Past interventions received,1.6129,+
STU0103,failed_next_assessment,2,Previous semester GPA,-1.0968,-
STU0103,failed_next_assessment,3,International student,0.6347,+
STU0103,failed_next_assessment,4,Most recent assessment grade,-0.4577,-
STU0103,failed_next_assessment,5,Largest weekly attendance drop,0.3794,+
STU0104,failed_next_assessment,1,Past interventions received,1.8365,+
STU0104,failed_next_assessment,2,Previous semester GPA,1.2362,+
STU0104,failed_next_assessment,3,International student,0.78,+
STU0104,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),0.5621,+
STU0104,failed_next_assessment,5,Recent attendance (4-week avg),0.3956,+
STU0105,failed_next_assessment,1,Past interventions received,-1.3263,-
STU0105,failed_next_assessment,2,Recent attendance (4-week avg),-0.7084,-
STU0105,failed_next_assessment,3,Previous semester GPA,-0.6005,-
STU0105,failed_next_assessment,4,VLE hours last week,-0.4656,-
STU0105,failed_next_assessment,5,International student,-0.4064,-
STU0106,failed_next_assessment,1,Past interventions received,-1.1513,-
STU0106,failed_next_assessment,2,Previous semester GPA,-1.0177,-
STU0106,failed_next_assessment,3,VLE login volatility,-0.9221,-
STU0106,failed_next_assessment,4,Recent attendance (4-week avg),-0.8614,-
STU0106,failed_next_assessment,5,Accessed upcoming assessment brief,-0.8571,-
STU0107,failed_next_assessment,1,Past interventions received,2.2316,+
STU0107,failed_next_assessment,2,Recent attendance (4-week avg),1.1316,+
STU0107,failed_next_assessment,3,Weeks since last VLE login,0.903,+
STU0107,failed_next_assessment,4,Previous semester GPA,0.7102,+
STU0107,failed_next_assessment,5,VLE logins last week,0.6985,+
STU0108,failed_next_assessment,1,Past interventions received,-1.4456,-
STU0108,failed_next_assessment,2,Recent attendance (4-week avg),-1.0128,-
STU0108,failed_next_assessment,3,Previous semester GPA,-0.9282,-
STU0108,failed_next_assessment,4,Accessed upcoming assessment brief,-0.8577,-
STU0108,failed_next_assessment,5,Attendance volatility (12-week std),-0.4055,-
STU0109,failed_next_assessment,1,Past interventions received,-1.2108,-
STU0109,failed_next_assessment,2,Previous semester GPA,0.9615,+
STU0109,failed_next_assessment,3,Year of study,-0.5109,-
STU0109,failed_next_assessment,4,Lecture materials accessed (last 4w),-0.4848,-
STU0109,failed_next_assessment,5,Excused absences (12-week count),-0.4662,-
STU0110,failed_next_assessment,1,Past interventions received,-1.5451,-
STU0110,failed_next_assessment,2,Recent attendance (4-week avg),1.4583,+
STU0110,failed_next_assessment,3,Unexcused absences (12-week count),-0.6168,-
STU0110,failed_next_assessment,4,Attendance volatility (12-week std),-0.4719,-
STU0110,failed_next_assessment,5,VLE hours last week,-0.3289,-
STU0111,failed_next_assessment,1,Past interventions received,-1.2125,-
STU0111,failed_next_assessment,2,Recent attendance (4-week avg),-0.8471,-
STU0111,failed_next_assessment,3,Previous semester GPA,-0.8323,-
STU0111,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),-0.7519,-
STU0111,failed_next_assessment,5,Accessed upcoming assessment brief,-0.7087,-
STU0112,failed_next_assessment,1,Past interventions received,-1.3895,-
STU0112,failed_next_assessment,2,Recent attendance (4-week avg),-0.8731,-
STU0112,failed_next_assessment,3,Previous semester GPA,-0.7248,-
STU0112,failed_next_assessment,4,VLE login volatility,-0.584,-
STU0112,failed_next_assessment,5,Attendance volatility (12-week std),0.4728,+
STU0113,failed_next_assessment,1,Past interventions received,-1.5188,-
STU0113,failed_next_assessment,2,Previous semester GPA,0.88,+
STU0113,failed_next_assessment,3,Year of study,-0.5293,-
STU0113,failed_next_assessment,4,Wellbeing concerns raised,-0.5083,-
STU0113,failed_next_assessment,5,Lecture materials accessed (last 4w),-0.5003,-
STU0114,failed_next_assessment,1,Past interventions received,2.0555,+
STU0114,failed_next_assessment,2,Works part-time,0.6444,+
STU0114,failed_next_assessment,3,Attendance volatility (12-week std),0.5556,+
STU0114,failed_next_assessment,4,Forum / discussion posts,-0.4985,-
STU0114,failed_next_assessment,5,Recent attendance (4-week avg),0.4431,+
STU0115,failed_next_assessment,1,Past interventions received,-1.1009,-
STU0115,failed_next_assessment,2,Previous semester GPA,-0.9843,-
STU0115,failed_next_assessment,3,VLE login volatility,-0.717,-
STU0115,failed_next_assessment,4,Recent attendance (4-week avg),-0.7024,-
STU0115,failed_next_assessment,5,Attendance trend (last 4w vs prior 8w),0.5702,+
STU0116,failed_next_assessment,1,Past interventions received,-1.1667,-
STU0116,failed_next_assessment,2,Recent attendance (4-week avg),-0.9353,-
STU0116,failed_next_assessment,3,Previous semester GPA,-0.8293,-
STU0116,failed_next_assessment,4,Accessed upcoming assessment brief,-0.7636,-
STU0116,failed_next_assessment,5,VLE login volatility,-0.6954,-
STU0117,failed_next_assessment,1,Past interventions received,-1.5609,-
STU0117,failed_next_assessment,2,Previous semester GPA,-1.1456,-
STU0117,failed_next_assessment,3,Attendance volatility (12-week std),-0.4738,-
STU0117,failed_next_assessment,4,Grade variance across modules,0.4339,+
STU0117,failed_next_assessment,5,VLE logins last week,0.398,+
STU0118,failed_next_assessment,1,Past interventions received,2.361,+
STU0118,failed_next_assessment,2,Previous semester GPA,0.7534,+
STU0118,failed_next_assessment,3,Grade variance across modules,0.6126,+
STU0118,failed_next_assessment,4,Attendance trend (last 4w vs prior 8w),-0.5663,-
STU0118,failed_next_assessment,5,Unexcused absences (12-week count),-0.5528,-
STU0119,failed_next_assessment,1,Past interventions received,-1.1981,-
STU0119,failed_next_assessment,2,VLE hours trend,-1.0184,-
STU0119,failed_next_assessment,3,Previous semester GPA,-1.0118,-
STU0119,failed_next_assessment,4,VLE login trend,-0.8396,-
STU0119,failed_next_assessment,5,Recent attendance (4-week avg),-0.6837,-
